"game_id","date","week","year"
"401114254","September 7",2,2019
"401119261","September 7",2,2019
"401119261","September 7",2,2019
"401117862","September 7",2,2019
"401117862","September 7",2,2019
"401110781","September 7",2,2019
"401110782","September 7",2,2019
"401110785","September 7",2,2019
"401112107","September 7",2,2019
"401112444","September 7",2,2019
"401114224","September 7",2,2019
"401119260","September 7",2,2019
"401119260","September 7",2,2019
"401112441","September 7",2,2019
"401119262","September 7",2,2019
"401110784","September 7",2,2019
"401112268","September 7",2,2019
"401112239","September 7",2,2019
"401114354","September 7",2,2019
"401114247","September 7",2,2019
"401114250","September 7",2,2019
"401112438","September 7",2,2019
"401112146","September 7",2,2019
"401112158","September 7",2,2019
"401110780","September 7",2,2019
"401110773","September 7",2,2019
"401110776","September 7",2,2019
"401112074","September 7",2,2019
"401117498","September 7",2,2019
"401114214","September 7",2,2019
"401114229","September 7",2,2019
"401112440","September 7",2,2019
"401112439","September 7",2,2019
"401117860","September 7",2,2019
"401117860","September 7",2,2019
"401121936","September 7",2,2019
"401112115","September 7",2,2019
"401114249","September 7",2,2019
"401121937","September 7",2,2019
"401121937","September 7",2,2019
"401121938","September 7",2,2019
"401121938","September 7",2,2019
"401117500","September 7",2,2019
"401114248","September 7",2,2019
"401114252","September 7",2,2019
"401114252","September 7",2,2019
"401114253","September 7",2,2019
"401114253","September 7",2,2019
"401112442","September 7",2,2019
"401110783","September 7",2,2019
"401112097","September 7",2,2019
"401112123","September 7",2,2019
"401110778","September 7",2,2019
"401110774","September 7",2,2019
"401110775","September 7",2,2019
"401112258","September 7",2,2019
"401114193","September 7",2,2019
"401112213","September 7",2,2019
"401110777","September 7",2,2019
"401110779","September 7",2,2019
"401117499","September 7",2,2019
"401114347","September 7",2,2019
"401117861","September 7",2,2019
"401117861","September 7",2,2019
"401112443","September 7",2,2019
"401112140","September 7",2,2019
"401117501","September 7",2,2019
"401117501","September 7",2,2019
"401117502","September 7",2,2019
"401114175","September 7",2,2019
"401114207","September 7",2,2019
"401112230","September 7",2,2019
"401114165","September 7",2,2019
"401114200","September 7",2,2019
"401112448","September 13",3,2019
"401112098","September 13",3,2019
"401114230","September 13",3,2019
"401110788","September 14",3,2019
"401112159","September 14",3,2019
"401112259","September 14",3,2019
"401117863","September 14",3,2019
"401110795","September 14",3,2019
"401110792","September 14",3,2019
"401112455","September 14",3,2019
"401112144","September 14",3,2019
"401112147","September 14",3,2019
"401112203","September 14",3,2019
"401112452","September 14",3,2019
"401114185","September 14",3,2019
"401114257","September 14",3,2019
"401121939","September 14",3,2019
"401121939","September 14",3,2019
"401114336","September 14",3,2019
"401119263","September 14",3,2019
"401110794","September 14",3,2019
"401114208","September 14",3,2019
"401117864","September 14",3,2019
"401117865","September 14",3,2019
"401114261","September 14",3,2019
"401114219","September 14",3,2019
"401112231","September 14",3,2019
"401112246","September 14",3,2019
"401112124","September 14",3,2019
"401112214","September 14",3,2019
"401112086","September 14",3,2019
"401110791","September 14",3,2019
"401110786","September 14",3,2019
"401112453","September 14",3,2019
"401112454","September 14",3,2019
"401114225","September 14",3,2019
"401114176","September 14",3,2019
"401114201","September 14",3,2019
"401114258","September 14",3,2019
"401117504","September 14",3,2019
"401117504","September 14",3,2019
"401114348","September 14",3,2019
"401117866","September 14",3,2019
"401117866","September 14",3,2019
"401114255","September 14",3,2019
"401114260","September 14",3,2019
"401114259","September 14",3,2019
"401110787","September 14",3,2019
"401110789","September 14",3,2019
"401110796","September 14",3,2019
"401114256","September 14",3,2019
"401114256","September 14",3,2019
"401117867","September 14",3,2019
"401117867","September 14",3,2019
"401117505","September 14",3,2019
"401117505","September 14",3,2019
"401119264","September 14",3,2019
"401119265","September 14",3,2019
"401119265","September 14",3,2019
"401112450","September 14",3,2019
"401112449","September 14",3,2019
"401110790","September 14",3,2019
"401114234","September 14",3,2019
"401112130","September 14",3,2019
"401110793","September 14",3,2019
"401112451","September 14",3,2019
"401121940","September 14",3,2019
"401121940","September 14",3,2019
"401112116","September 14",3,2019
"401112136","September 14",3,2019
"401112240","September 14",3,2019
"401114339","September 14",3,2019
"401117868","September 14",3,2019
"401117868","September 14",3,2019
"401117503","September 14",3,2019
"401112141","September 14",3,2019
"401114194","September 14",3,2019
"401117869","September 19",4,2019
"401114262","September 20",4,2019
"401114220","September 20",4,2019
"401117506","September 20",4,2019
"401112456","September 21",4,2019
"401110797","September 21",4,2019
"401112253","September 21",4,2019
"401110805","September 21",4,2019
"401112125","September 21",4,2019
"401110804","September 21",4,2019
"401110799","September 21",4,2019
"401114235","September 21",4,2019
"401114195","September 21",4,2019
"401112461","September 21",4,2019
"401112215","September 21",4,2019
"401112462","September 21",4,2019
"401114215","September 21",4,2019
"401112087","September 21",4,2019
"401112148","September 21",4,2019
"401117507","September 21",4,2019
"401116697","September 21",4,2019
"401117870","September 21",4,2019
"401117509","September 21",4,2019
"401119268","September 21",4,2019
"401119269","September 21",4,2019
"401121942","September 21",4,2019
"401112265","September 21",4,2019
"401112457","September 21",4,2019
"401112458","September 21",4,2019
"401112459","September 21",4,2019
"401112460","September 21",4,2019
"401112463","September 21",4,2019
"401112464","September 21",4,2019
"401114155","September 21",4,2019
"401110798","September 21",4,2019
"401110801","September 21",4,2019
"401110802","September 21",4,2019
"401110803","September 21",4,2019
"401112099","September 21",4,2019
"401112131","September 21",4,2019
"401112160","September 21",4,2019
"401112224","September 21",4,2019
"401114327","September 21",4,2019
"401114355","September 21",4,2019
"401119267","September 21",4,2019
"401119266","September 21",4,2019
"401114265","September 21",4,2019
"401114340","September 21",4,2019
"401114349","September 21",4,2019
"401114263","September 21",4,2019
"401112075","September 21",4,2019
"401121941","September 21",4,2019
"401114264","September 21",4,2019
"401110800","September 21",4,2019
"401114266","September 21",4,2019
"401114266","September 21",4,2019
"401117510","September 21",4,2019
"401117508","September 21",4,2019
"401117511","September 21",4,2019
"401117871","September 26",5,2019
"401112465","September 27",5,2019
"401112204","September 27",5,2019
"401117512","September 27",5,2019
"401114156","September 27",5,2019
"401112467","September 28",5,2019
"401110806","September 28",5,2019
"401112117","September 28",5,2019
"401112241","September 28",5,2019
"401112225","September 28",5,2019
"401110808","September 28",5,2019
"401110809","September 28",5,2019
"401110807","September 28",5,2019
"401114226","September 28",5,2019
"401114221","September 28",5,2019
"401112247","September 28",5,2019
"401117872","September 28",5,2019
"401112161","September 28",5,2019
"401112193","September 28",5,2019
"401112471","September 28",5,2019
"401114202","September 28",5,2019
"401112076","September 28",5,2019
"401114166","September 28",5,2019
"401112232","September 28",5,2019
"401112466","September 28",5,2019
"401112468","September 28",5,2019
"401112469","September 28",5,2019
"401112470","September 28",5,2019
"401110810","September 28",5,2019
"401110811","September 28",5,2019
"401112100","September 28",5,2019
"401112108","September 28",5,2019
"401117514","September 28",5,2019
"401117515","September 28",5,2019
"401117873","September 28",5,2019
"401119270","September 28",5,2019
"401119271","September 28",5,2019
"401121945","September 28",5,2019
"401117213","September 28",5,2019
"401121947","September 28",5,2019
"401112472","September 28",5,2019
"401121943","September 28",5,2019
"401114267","September 28",5,2019
"401114356","September 28",5,2019
"401114269","September 28",5,2019
"401114350","September 28",5,2019
"401114271","September 28",5,2019
"401121944","September 28",5,2019
"401121946","September 28",5,2019
"401114272","September 28",5,2019
"401114273","September 28",5,2019
"401114268","September 28",5,2019
"401114268","September 28",5,2019
"401117513","September 28",5,2019
"401114341","September 28",5,2019
"401114270","September 28",5,2019
"401121948","October 3",6,2019
"401117874","October 3",6,2019
"401117875","October 4",6,2019
"401117519","October 4",6,2019
"401110816","October 5",6,2019
"401112101","October 5",6,2019
"401110813","October 5",6,2019
"401112137","October 5",6,2019
"401110812","October 5",6,2019
"401114209","October 5",6,2019
"401114177","October 5",6,2019
"401112269","October 5",6,2019
"401112242","October 5",6,2019
"401112088","October 5",6,2019
"401117518","October 5",6,2019
"401117878","October 5",6,2019
"401119272","October 5",6,2019
"401119273","October 5",6,2019
"401117876","October 5",6,2019
"401112205","October 5",6,2019
"401114277","October 5",6,2019
"401110814","October 5",6,2019
"401110815","October 5",6,2019
"401112077","October 5",6,2019
"401112126","October 5",6,2019
"401112149","October 5",6,2019
"401112473","October 5",6,2019
"401112474","October 5",6,2019
"401112475","October 5",6,2019
"401112476","October 5",6,2019
"401114167","October 5",6,2019
"401114203","October 5",6,2019
"401112194","October 5",6,2019
"401112260","October 5",6,2019
"401114328","October 5",6,2019
"401114337","October 5",6,2019
"401117516","October 5",6,2019
"401114275","October 5",6,2019
"401119274","October 5",6,2019
"401119275","October 5",6,2019
"401121949","October 5",6,2019
"401114276","October 5",6,2019
"401117877","October 5",6,2019
"401114274","October 5",6,2019
"401114274","October 5",6,2019
"401112216","October 5",6,2019
"401114278","October 5",6,2019
"401114342","October 5",6,2019
"401117517","October 5",6,2019
"401121950","October 9",7,2019
"401112477","October 10",7,2019
"401121951","October 10",7,2019
"401117522","October 11",7,2019
"401112478","October 11",7,2019
"401114186","October 11",7,2019
"401112479","October 12",7,2019
"401110822","October 12",7,2019
"401110817","October 12",7,2019
"401110819","October 12",7,2019
"401112150","October 12",7,2019
"401114204","October 12",7,2019
"401114168","October 12",7,2019
"401112195","October 12",7,2019
"401112217","October 12",7,2019
"401114157","October 12",7,2019
"401117521","October 12",7,2019
"401112233","October 12",7,2019
"401112089","October 12",7,2019
"401117214","October 12",7,2019
"401112480","October 12",7,2019
"401112481","October 12",7,2019
"401112482","October 12",7,2019
"401110818","October 12",7,2019
"401110820","October 12",7,2019
"401110821","October 12",7,2019
"401110823","October 12",7,2019
"401112078","October 12",7,2019
"401117879","October 12",7,2019
"401117880","October 12",7,2019
"401117881","October 12",7,2019
"401117882","October 12",7,2019
"401121952","October 12",7,2019
"401119278","October 12",7,2019
"401119280","October 12",7,2019
"401112118","October 12",7,2019
"401112206","October 12",7,2019
"401112162","October 12",7,2019
"401119276","October 12",7,2019
"401114283","October 12",7,2019
"401114343","October 12",7,2019
"401119277","October 12",7,2019
"401119279","October 12",7,2019
"401117524","October 12",7,2019
"401114280","October 12",7,2019
"401114284","October 12",7,2019
"401114285","October 12",7,2019
"401114281","October 12",7,2019
"401114281","October 12",7,2019
"401114282","October 12",7,2019
"401114279","October 12",7,2019
"401117520","October 12",7,2019
"401114222","October 12",7,2019
"401117523","October 12",7,2019
"401121953","October 16",8,2019
"401121954","October 17",8,2019
"401114210","October 17",8,2019
"401114288","October 18",8,2019
"401112483","October 18",8,2019
"401112248","October 18",8,2019
"401117528","October 18",8,2019
"401112485","October 19",8,2019
"401110824","October 19",8,2019
"401110826","October 19",8,2019
"401112119","October 19",8,2019
"401110828","October 19",8,2019
"401112226","October 19",8,2019
"401112102","October 19",8,2019
"401110825","October 19",8,2019
"401110829","October 19",8,2019
"401110827","October 19",8,2019
"401114158","October 19",8,2019
"401114196","October 19",8,2019
"401117884","October 19",8,2019
"401114187","October 19",8,2019
"401117215","October 19",8,2019
"401112090","October 19",8,2019
"401119286","October 19",8,2019
"401121956","October 19",8,2019
"401117885","October 19",8,2019
"401117886","October 19",8,2019
"401117887","October 19",8,2019
"401117888","October 19",8,2019
"401119281","October 19",8,2019
"401119282","October 19",8,2019
"401119283","October 19",8,2019
"401114291","October 19",8,2019
"401117527","October 19",8,2019
"401112163","October 19",8,2019
"401112234","October 19",8,2019
"401112484","October 19",8,2019
"401112486","October 19",8,2019
"401112487","October 19",8,2019
"401112488","October 19",8,2019
"401112489","October 19",8,2019
"401114169","October 19",8,2019
"401114178","October 19",8,2019
"401110830","October 19",8,2019
"401112079","October 19",8,2019
"401112109","October 19",8,2019
"401112151","October 19",8,2019
"401112196","October 19",8,2019
"401119285","October 19",8,2019
"401119284","October 19",8,2019
"401117526","October 19",8,2019
"401114289","October 19",8,2019
"401117883","October 19",8,2019
"401121955","October 19",8,2019
"401114290","October 19",8,2019
"401114286","October 19",8,2019
"401114292","October 19",8,2019
"401114292","October 19",8,2019
"401114351","October 19",8,2019
"401114329","October 19",8,2019
"401114287","October 19",8,2019
"401117529","October 19",8,2019
"401117525","October 19",8,2019
"401117889","October 24",9,2019
"401114188","October 25",9,2019
"401112490","October 26",9,2019
"401110831","October 26",9,2019
"401112110","October 26",9,2019
"401112254","October 26",9,2019
"401110833","October 26",9,2019
"401112227","October 26",9,2019
"401112132","October 26",9,2019
"401110835","October 26",9,2019
"401114179","October 26",9,2019
"401112218","October 26",9,2019
"401114197","October 26",9,2019
"401117891","October 26",9,2019
"401112492","October 26",9,2019
"401114170","October 26",9,2019
"401112091","October 26",9,2019
"401112164","October 26",9,2019
"401114344","October 26",9,2019
"401117530","October 26",9,2019
"401117531","October 26",9,2019
"401117892","October 26",9,2019
"401117893","October 26",9,2019
"401110832","October 26",9,2019
"401110834","October 26",9,2019
"401112103","October 26",9,2019
"401112152","October 26",9,2019
"401112207","October 26",9,2019
"401112266","October 26",9,2019
"401112491","October 26",9,2019
"401112493","October 26",9,2019
"401112494","October 26",9,2019
"401114159","October 26",9,2019
"401119289","October 26",9,2019
"401119290","October 26",9,2019
"401119291","October 26",9,2019
"401119292","October 26",9,2019
"401121957","October 26",9,2019
"401112197","October 26",9,2019
"401114330","October 26",9,2019
"401119288","October 26",9,2019
"401114298","October 26",9,2019
"401117533","October 26",9,2019
"401114297","October 26",9,2019
"401114357","October 26",9,2019
"401114293","October 26",9,2019
"401114294","October 26",9,2019
"401114295","October 26",9,2019
"401119287","October 26",9,2019
"401117890","October 26",9,2019
"401117532","October 26",9,2019
"401121958","October 26",9,2019
"401121959","October 26",9,2019
"401114296","October 26",9,2019
"401114296","October 26",9,2019
"401117534","October 26",9,2019
"401112080","October 31",10,2019
"401121960","October 31",10,2019
"401117894","November 1",10,2019
"401112496","November 2",10,2019
"401110837","November 2",10,2019
"401110841","November 2",10,2019
"401114227","November 2",10,2019
"401114198","November 2",10,2019
"401117895","November 2",10,2019
"401112495","November 2",10,2019
"401112243","November 2",10,2019
"401117896","November 2",10,2019
"401117897","November 2",10,2019
"401117898","November 2",10,2019
"401119293","November 2",10,2019
"401119294","November 2",10,2019
"401119295","November 2",10,2019
"401114171","November 2",10,2019
"401114189","November 2",10,2019
"401112104","November 2",10,2019
"401112127","November 2",10,2019
"401112153","November 2",10,2019
"401112165","November 2",10,2019
"401110836","November 2",10,2019
"401110839","November 2",10,2019
"401110840","November 2",10,2019
"401112497","November 2",10,2019
"401112498","November 2",10,2019
"401112499","November 2",10,2019
"401112500","November 2",10,2019
"401117216","November 2",10,2019
"401117536","November 2",10,2019
"401121962","November 2",10,2019
"401121963","November 2",10,2019
"401112208","November 2",10,2019
"401114352","November 2",10,2019
"401114300","November 2",10,2019
"401112501","November 2",10,2019
"401110838","November 2",10,2019
"401114302","November 2",10,2019
"401114303","November 2",10,2019
"401114331","November 2",10,2019
"401114299","November 2",10,2019
"401114299","November 2",10,2019
"401117538","November 2",10,2019
"401114301","November 2",10,2019
"401121961","November 2",10,2019
"401117535","November 2",10,2019
"401117537","November 2",10,2019
"401119296","November 5",11,2019
"401119297","November 5",11,2019
"401119298","November 6",11,2019
"401121964","November 7",11,2019
"401117899","November 7",11,2019
"401117900","November 8",11,2019
"401114205","November 8",11,2019
"401112503","November 9",11,2019
"401110842","November 9",11,2019
"401110845","November 9",11,2019
"401112092","November 9",11,2019
"401112209","November 9",11,2019
"401111654","November 9",11,2019
"401112111","November 9",11,2019
"401110844","November 9",11,2019
"401112235","November 9",11,2019
"401112198","November 9",11,2019
"401112154","November 9",11,2019
"401114180","November 9",11,2019
"401114190","November 9",11,2019
"401117541","November 9",11,2019
"401114353","November 9",11,2019
"401117901","November 9",11,2019
"401117902","November 9",11,2019
"401110843","November 9",11,2019
"401110846","November 9",11,2019
"401110847","November 9",11,2019
"401110848","November 9",11,2019
"401112081","November 9",11,2019
"401112142","November 9",11,2019
"401112249","November 9",11,2019
"401112502","November 9",11,2019
"401112504","November 9",11,2019
"401112505","November 9",11,2019
"401112506","November 9",11,2019
"401114160","November 9",11,2019
"401117542","November 9",11,2019
"401121967","November 9",11,2019
"401114332","November 9",11,2019
"401117539","November 9",11,2019
"401114307","November 9",11,2019
"401114307","November 9",11,2019
"401114304","November 9",11,2019
"401114308","November 9",11,2019
"401121965","November 9",11,2019
"401114306","November 9",11,2019
"401121966","November 9",11,2019
"401114305","November 9",11,2019
"401117540","November 9",11,2019
"401117543","November 9",11,2019
"401119299","November 12",12,2019
"401119300","November 12",12,2019
"401119301","November 13",12,2019
"401119302","November 13",12,2019
"401119303","November 14",12,2019
"401112507","November 14",12,2019
"401114309","November 15",12,2019
"401117547","November 15",12,2019
"401112508","November 16",12,2019
"401110851","November 16",12,2019
"401110849","November 16",12,2019
"401112082","November 16",12,2019
"401112255","November 16",12,2019
"401110850","November 16",12,2019
"401112219","November 16",12,2019
"401112093","November 16",12,2019
"401110852","November 16",12,2019
"401110853","November 16",12,2019
"401114216","November 16",12,2019
"401112166","November 16",12,2019
"401114172","November 16",12,2019
"401112244","November 16",12,2019
"401112199","November 16",12,2019
"401112509","November 16",12,2019
"401114231","November 16",12,2019
"401117545","November 16",12,2019
"401117903","November 16",12,2019
"401117904","November 16",12,2019
"401117905","November 16",12,2019
"401121970","November 16",12,2019
"401121971","November 16",12,2019
"401121972","November 16",12,2019
"401119304","November 16",12,2019
"401117544","November 16",12,2019
"401117546","November 16",12,2019
"401114312","November 16",12,2019
"401114312","November 16",12,2019
"401112510","November 16",12,2019
"401112511","November 16",12,2019
"401112512","November 16",12,2019
"401114161","November 16",12,2019
"401114181","November 16",12,2019
"401110854","November 16",12,2019
"401112105","November 16",12,2019
"401112112","November 16",12,2019
"401112133","November 16",12,2019
"401112250","November 16",12,2019
"401114333","November 16",12,2019
"401121968","November 16",12,2019
"401114338","November 16",12,2019
"401121969","November 16",12,2019
"401117217","November 16",12,2019
"401117217","November 16",12,2019
"401117548","November 16",12,2019
"401114345","November 16",12,2019
"401114310","November 16",12,2019
"401114311","November 16",12,2019
"401119305","November 19",13,2019
"401119306","November 19",13,2019
"401119307","November 20",13,2019
"401119308","November 20",13,2019
"401112513","November 21",13,2019
"401117550","November 22",13,2019
"401110855","November 23",13,2019
"401110857","November 23",13,2019
"401112120","November 23",13,2019
"401112256","November 23",13,2019
"401110859","November 23",13,2019
"401112167","November 23",13,2019
"401112083","November 23",13,2019
"401110856","November 23",13,2019
"401114173","November 23",13,2019
"401114191","November 23",13,2019
"401114162","November 23",13,2019
"401112263","November 23",13,2019
"401117906","November 23",13,2019
"401112220","November 23",13,2019
"401112155","November 23",13,2019
"401112516","November 23",13,2019
"401114206","November 23",13,2019
"401114182","November 23",13,2019
"401112094","November 23",13,2019
"401112210","November 23",13,2019
"401117551","November 23",13,2019
"401117907","November 23",13,2019
"401117908","November 23",13,2019
"401117909","November 23",13,2019
"401117910","November 23",13,2019
"401119309","November 23",13,2019
"401121977","November 23",13,2019
"401112515","November 23",13,2019
"401114315","November 23",13,2019
"401112518","November 23",13,2019
"401112519","November 23",13,2019
"401112520","November 23",13,2019
"401114217","November 23",13,2019
"401110858","November 23",13,2019
"401110860","November 23",13,2019
"401110861","November 23",13,2019
"401110862","November 23",13,2019
"401112113","November 23",13,2019
"401112128","November 23",13,2019
"401112236","November 23",13,2019
"401114358","November 23",13,2019
"401121976","November 23",13,2019
"401112514","November 23",13,2019
"401121973","November 23",13,2019
"401121974","November 23",13,2019
"401117911","November 23",13,2019
"401114317","November 23",13,2019
"401114318","November 23",13,2019
"401114313","November 23",13,2019
"401114319","November 23",13,2019
"401117553","November 23",13,2019
"401114316","November 23",13,2019
"401114316","November 23",13,2019
"401121975","November 23",13,2019
"401114314","November 23",13,2019
"401112517","November 23",13,2019
"401117549","November 23",13,2019
"401117552","November 23",13,2019
"401119310","November 26",14,2019
"401119311","November 26",14,2019
"401110863","November 28",14,2019
"401117912","November 29",14,2019
"401112521","November 29",14,2019
"401119312","November 29",14,2019
"401119313","November 29",14,2019
"401119314","November 29",14,2019
"401119315","November 29",14,2019
"401121979","November 29",14,2019
"401117913","November 29",14,2019
"401112138","November 29",14,2019
"401112200","November 29",14,2019
"401110864","November 29",14,2019
"401117554","November 29",14,2019
"401112134","November 29",14,2019
"401114232","November 29",14,2019
"401121978","November 29",14,2019
"401110870","November 30",14,2019
"401110865","November 30",14,2019
"401110867","November 30",14,2019
"401112121","November 30",14,2019
"401110869","November 30",14,2019
"401114212","November 30",14,2019
"401110866","November 30",14,2019
"401114192","November 30",14,2019
"401112261","November 30",14,2019
"401114199","November 30",14,2019
"401112237","November 30",14,2019
"401112221","November 30",14,2019
"401112525","November 30",14,2019
"401112095","November 30",14,2019
"401121980","November 30",14,2019
"401121981","November 30",14,2019
"401121982","November 30",14,2019
"401117914","November 30",14,2019
"401117915","November 30",14,2019
"401117916","November 30",14,2019
"401117917","November 30",14,2019
"401117557","November 30",14,2019
"401112156","November 30",14,2019
"401112168","November 30",14,2019
"401110868","November 30",14,2019
"401110871","November 30",14,2019
"401112084","November 30",14,2019
"401112522","November 30",14,2019
"401112523","November 30",14,2019
"401112524","November 30",14,2019
"401114163","November 30",14,2019
"401114183","November 30",14,2019
"401112228","November 30",14,2019
"401114321","November 30",14,2019
"401114324","November 30",14,2019
"401114346","November 30",14,2019
"401114320","November 30",14,2019
"401117556","November 30",14,2019
"401117558","November 30",14,2019
"401114326","November 30",14,2019
"401114326","November 30",14,2019
"401114322","November 30",14,2019
"401114323","November 30",14,2019
"401114325","November 30",14,2019
"401117555","November 30",14,2019
"401117218","November 30",14,2019
"401114334","November 30",14,2019
"401132973","December 6",15,2019
"401132974","December 7",15,2019
"401132975","December 7",15,2019
"401132980","December 7",15,2019
"401132981","December 7",15,2019
"401132984","December 7",15,2019
"401132982","December 7",15,2019
"401132976","December 7",15,2019
"401132979","December 7",15,2019
"401132983","December 7",15,2019
